	Negative	Positive	TotalFreq
cureable	1	0	1
cured	1	1	2
curent	0	1	1
cures	1	1	2
curfew	0	1	1
curhat	1	0	1
curio	1	0	1
curios	1	1	2
curiosity	0	2	2
curious	3	18	21
curl	8	3	11
curled	5	3	8
curler	0	1	1
curlers	1	0	1
curlies	1	0	1
curling	4	0	4
curls	3	2	5
curly	3	7	10
currency	2	0	2
current	14	17	31
currently	36	57	93
curretn	0	1	1
currreal	1	0	1
curry	6	8	14
curse	7	4	11
cursed	3	2	5
curses	4	0	4
cursing	5	1	6
cursive	1	0	1
cursor	1	0	1
curt	1	0	1
curtain	1	1	2
curtains	1	1	2
curtin	1	0	1
curtis	0	2	2
curve	5	8	13
curved	0	1	1
curves	0	3	3
cus	8	7	15
cusack	0	1	1
cushion	1	0	1
cushions	0	2	2
cusiosity	0	1	1
cusp	0	1	1
cuss	2	1	3
cusses	1	1	2
cusso	0	1	1
custard	0	1	1
custodial	0	1	1
custom	9	4	13
customary	0	2	2
customer	18	7	25
customers	11	7	18
customize	2	1	3
customizing	1	1	2
customs	3	1	4
custs	1	0	1
cut	125	51	176
cutandpaste	0	1	1
cutbacks	2	0	2
cute	101	278	379
cutee	1	1	2
cuteee	1	3	4
cuteeee	0	1	1
cuteeeee	0	2	2
cuteeeh	0	1	1
cutely	1	0	1
cuteness	1	4	5
cuteoverload	0	1	1
cuter	1	5	6
cutes	1	0	1
cutest	9	20	29
cutester	0	1	1
cutesy	1	0	1
cutey	0	2	2
cutie	5	18	23
cutiee	0	1	1
cuties	0	2	2
cuting	1	0	1
cutoff	1	0	1
cutout	1	0	1
cuts	9	1	10
cutted	1	0	1
cutting	23	5	28
cuttlefish	1	0	1
cuttt	1	0	1
cuttting	1	0	1
cutty	0	1	1
cuutest	1	0	1
cuuute	0	5	5
cuuuuuuuuuuuuuute	0	1	1
cuz	178	93	271
cuzin	2	0	2
cuzins	2	1	3
cuzns	1	1	2
cuzo	1	1	2
cuzzin	1	0	1
cuzzo	0	3	3
cuzzos	1	1	2
cuzzz	0	1	1
cv	2	2	4
cvc	0	1	1
cvillepiefest	0	1	1
cvs	2	0	2
cw	2	3	5
cwok	0	1	1
cws	2	0	2
cwtch	0	1	1
cwtchd	0	1	1
cwts	1	0	1
cx	0	3	3
cy	1	0	1
cya	2	13	15
cyber	4	1	5
cyberscampxox	0	1	1
cyberstalking	1	0	1
cyborg	1	0	1
cycle	9	8	17
cycled	2	0	2
cycles	0	2	2
cycling	9	6	15
cyclist	1	0	1
cyclists	1	0	1
cyclone	1	0	1
cyclops	2	0	2
cydia	3	0	3
cying	1	0	1
cylinder	0	1	1
cymbal	1	0	1
cynical	3	3	6
cynnn	0	1	1
cynt	0	1	1
cynthia	1	0	1
cyootsy	1	0	1
cypress	1	0	1
cyprian	1	0	1
cyprus	2	1	3
cyrus	6	24	30
cyst	1	0	1
cz	2	1	3
czech	1	2	3
da	84	76	160
daaa	0	1	1
daaaa	0	2	2
daaaaaaanny	1	0	1
daaaaan	1	0	1
daaaang	1	0	1
daaammmniiittt	0	1	1
daaark	0	1	1
daaay	0	2	2
daaays	1	0	1
daadwerkelijke	1	0	1
daang	1	0	1
daay	1	2	3
dabba	0	1	1
dabbled	0	1	1
dabnabbit	1	0	1
dad	189	117	306
dada	1	0	1
dadaf	1	0	1
dadayuhin	0	1	1
dadd	1	0	1
daddd	1	0	1
daddies	1	0	1
daddio	0	1	1
daddy	45	37	82
daddyo	1	1	2
daddys	3	4	7
daddyy	1	0	1
daddyyy	1	0	1
dadgum	0	1	1
dadomatic	0	1	1
dads	26	14	40
dadsssssss	0	1	1
daemon	0	1	1
daesh	0	1	1
daffodils	0	1	1
daft	4	4	8
dag	1	0	1
daggering	1	1	2
daggers	1	1	2
daggie	1	0	1
daginn	0	1	1
dagnabbit	1	0	1
dagoba	0	1	1
dah	1	2	3
dahhh	1	0	1
dahhling	0	1	1
dahlia	1	0	1
dahlin	0	2	2
dai	0	2	2
daica	0	1	1
daii	0	1	1
dailies	2	0	2
dailup	1	0	1
daily	22	21	43
dailybooth	2	1	3
dailymotion	0	1	1
dainty	0	1	1
daiquiri	0	2	2
dairy	2	3	5
daises	1	0	1
daisies	10	6	16
daisy	4	5	9
dajania	1	0	1
dajavoue	0	1	1
dak	0	1	1
dakota	4	3	7
dal	0	2	2
dalay	1	0	1
dale	2	1	3
dalecia	0	1	1
dalek	0	1	1
dalem	1	0	1
dalhousie	1	0	1
dallas	17	13	30
dalmuir	1	0	1
dalt	2	0	2
daluman	0	1	1
dam	17	7	24
damage	13	3	16
damaged	5	0	5
damages	1	0	1
damai	0	1	1
damauri	0	1	1
damb	1	0	1
dame	2	1	3
dameans	0	1	1
dami	1	0	1
damian	0	1	1
damien	1	0	1
damit	3	0	3
damm	7	2	9
dammit	41	5	46
dammitttt	1	0	1
dammitttttt	1	0	1
dammm	0	1	1
dammmit	1	0	1
dammmmit	1	0	1
dammmmmmn	1	0	1
damn	475	105	580
damnandfuckit	1	0	1
damned	4	4	8
damnez	1	0	1
damning	0	1	1
damnit	16	4	20
damnittt	1	0	1
damnn	2	1	3
damnnn	1	0	1
damnnnn	1	1	2
damnnnnnn	2	0	2
damon	0	2	2
damp	1	1	2
dampen	0	2	2
dampened	1	0	1
damper	2	0	2
damsal	0	1	1
dan	12	14	26
dana	1	0	1
danang	1	0	1
dananner	0	1	1
dancalicious	0	1	1
dance	69	116	185
danced	1	5	6
dancefloor	2	0	2
danceordiewithavengeance	0	1	1
dancer	2	4	6
dancers	2	0	2
dances	2	3	5
dancey	0	1	1
dancin	0	5	5
dancing	31	50	81
dancy	1	0	1
dandd	1	0	1
dandelion	0	2	2
dandelions	0	2	2
dandenong	1	0	1
dando	0	1	1
dandy	0	3	3
dandysmalls	1	0	1
dane	6	7	13
daneels	1	0	1
danehall	1	0	1
danelle	0	1	1
danen	0	1	1
dang	67	14	81
danged	0	1	1
danger	1	0	1
dangerous	7	9	16
dangerously	3	1	4
dangg	2	0	2
danggg	1	1	2
dangggg	0	1	1
dangggggit	1	0	1
danggit	2	0	2
dangit	8	2	10
dangittttt	0	1	1
dangle	1	1	2
dango	0	1	1
dangz	1	0	1
dangzitt	1	0	1
dani	5	3	8
danica	0	1	1
daniel	7	12	19
danielle	2	4	6
danielles	1	0	1
daniels	2	1	3
danijel	0	1	1
danik	0	1	1
danika	0	1	1
danish	1	7	8
danity	3	0	3
danke	0	1	1
dankest	0	1	1
danks	0	1	1
dankx	0	1	1
danna	0	1	1
danner	0	1	1
dannie	0	1	1
dannng	1	0	1
danny	32	33	65
dannygokey	0	1	1
dannygokeyislove	1	0	1
danshi	1	0	1
danshui	0	1	1
dantanna	0	1	1
dante	0	2	2
dantes	0	1	1
dany	0	1	1
danya	1	0	1
danys	0	1	1
dao	1	0	1
dapat	0	1	1
daphne	1	1	2
dapper	0	2	2
dapur	0	1	1
daquiri	0	1	1
dar	0	1	1
dara	0	1	1
darby	0	1	1
darcey	1	0	1
darcy	0	3	3
darcys	1	0	1
dare	9	19	28
dared	1	1	2
darelle	0	1	1
dares	1	0	1
darey	0	1	1
dargah	0	1	1
dari	1	2	3
daria	1	0	1
darien	0	1	1
darin	1	0	1
daring	0	1	1
dario	1	0	1
dark	47	46	93
darkened	0	1	1
darker	2	3	5
darkerr	1	1	2
darkest	0	1	1
darkness	2	3	5
darknesscalls	0	1	1
darkroast	0	1	1
darkskin	0	1	1
darl	2	1	3
darla	1	2	3
darlene	1	0	1
darley	1	0	1
darlin	1	4	5
darling	16	27	43
darlings	1	1	2
darlington	1	0	1
darlo	0	1	1
darls	0	2	2
darn	49	12	61
darned	1	0	1
darnn	1	0	1
darrell	3	0	3
darren	2	3	5
dars	1	0	1
darshan	0	1	1
dart	1	0	1
dartford	1	0	1
darth	0	1	1
darthvader	0	1	1
darwin	3	1	4
das	2	6	8
dasa	0	1	1
dash	2	0	2
dashboard	0	1	1
dashed	0	1	1
dashi	1	0	1
dashing	1	0	1
dasia	1	0	1
dass	0	1	1
dat	23	19	42
data	21	14	35
database	0	4	4
datacenter	0	1	1
datacentre	1	0	1
datadude	1	0	1
datajourn	0	1	1
datang	0	1	1
datarock	0	1	1
datasets	1	0	1
date	61	63	124
dated	2	1	3
dateline	1	0	1
dateng	1	0	1
dates	18	16	34
dati	0	2	2
datin	0	1	1
dating	5	6	11
dato	1	0	1
dats	3	3	6
datz	1	0	1
dau	0	1	1
daughter	39	52	91
daughters	1	9	10
daughtry	0	3	3
daun	1	0	1
daunting	1	2	3
dauphinoise	1	0	1
dave	12	27	39
davematthews	0	1	1
daves	1	0	1
davey	1	0	1
davi	0	1	1
david	47	64	111
davidkins	1	0	1
davids	0	1	1
davidson	1	0	1
davie	0	1	1
davimun	0	1	1
davinci	1	0	1
davis	3	9	12
davison	1	0	1
davy	0	1	1
daw	3	0	3
dawam	0	1	1
dawg	1	3	4
dawkins	0	1	1
dawn	13	12	25
dawson	0	3	3
dawsons	1	1	2
dawsy	0	1	1
day	2053	2384	4437
daya	2	0	2
dayand	1	0	1
dayandnight	0	2	2
daybed	0	1	1
daycare	2	2	4
daydream	0	3	3
daydreaming	0	1	1
dayer	1	0	1
dayla	0	1	1
daylight	1	1	2
daylol	0	1	1
daym	0	1	1
daymn	2	0	2
daymo	0	1	1
dayna	0	1	1
dayneen	0	1	1
dayo	0	1	1
dayofthelocusts	1	0	1
dayquil	0	1	1
days	555	421	976
dayshift	1	1	2
daysofstatic	0	1	1
dayss	3	2	5
daysss	0	2	2
dayssss	1	0	1
daysssss	0	1	1
daythat	1	0	1
daytime	4	1	5
dayton	1	0	1
daytona	1	2	3
dayum	3	0	3
dayummm	1	0	1
dayy	7	5	12
dayyy	2	6	8
dayyym	0	1	1
dayyys	1	0	1
dayyyy	4	3	7
dayyyyy	0	1	1
dayyyyys	0	1	1
dayz	3	2	5
daz	2	1	3
dazed	2	1	3
dazs	1	1	2
dazy	0	1	1
dazzle	0	2	2
dazzles	1	0	1
dazzling	0	1	1
db	3	5	8
dba	0	1	1
dbacks	1	0	1
dbisandebscohost	1	0	1
dbl	1	0	1
dbrown	0	1	1
dbsk	1	1	2
dbz	1	0	1
dc	31	18	49
dca	1	0	1
dcd	0	1	1
dcwsop	1	0	1
dd	7	11	18
ddami	1	0	1
ddddd	0	1	1
ddg	0	2	2
ddhjkhfdfh	1	0	1
ddim	1	0	1
ddlj	0	1	1
ddnt	3	3	6
ddos	2	0	2
ddr	1	0	1
ddrinking	0	1	1
ddub	5	4	9
de	33	41	74
dea	0	1	1
deaaathhhhh	0	1	1
dead	144	39	183
deaded	1	0	1
deadhead	0	1	1
deadliest	0	1	1
deadline	11	1	12
deadlines	6	14	20
deadly	3	3	6
deadman	0	2	2
deadpool	2	0	2
deadwood	1	1	2
deaf	3	1	4
deal	43	54	97
dealer	3	3	6
dealers	1	1	2
dealership	4	0	4
dealie	1	0	1
dealing	11	7	18
deals	4	4	8
dealt	0	4	4
dealy	1	0	1
dean	9	10	19
deana	0	1	1
deanna	0	1	1
deansgate	1	1	2
dear	90	89	179
dearbone	1	0	1
dearest	3	4	7
dearface	0	1	1
dearie	0	2	2
dearies	0	1	1
dearly	4	1	5
dearmond	1	0	1
dears	1	2	3
deary	2	0	2
deat	1	0	1
death	63	29	92
deathbed	1	0	1
deathbydebauchery	0	1	1
deathly	0	1	1
deathpriests	1	0	1
deaths	1	0	1
deaux	1	0	1
deb	2	6	8
debarge	1	1	2
debatable	0	1	1
debate	4	1	5
debateable	0	1	1
debates	1	0	1
debating	4	4	8
debauchery	0	2	2
debbie	5	2	7
debby	0	5	5
debian	2	0	2
debit	7	0	7
debited	0	1	1
debo	1	0	1
debora	1	0	1
debs	1	1	2
debt	2	1	3
debts	2	0	2
debug	2	0	2
debugging	4	0	4
debut	4	9	13
debz	1	0	1
dec	3	4	7
decade	4	4	8
decadent	2	0	2
decades	1	1	2
decaf	5	1	6
decal	1	0	1
decapitated	1	0	1
decapitation	1	0	1
decaro	0	1	1
decatur	0	1	1
decaturga	0	1	1
decaydance	1	0	1
deccan	0	1	1
deceased	3	0	3
december	6	8	14
decent	23	14	37
decentralized	1	0	1
decepticon	0	1	1
deception	0	1	1
deceptively	1	0	1
deciccos	1	0	1
decide	29	21	50
decided	59	49	108
decidedly	1	0	1
decides	7	2	9
deciding	2	5	7
decieved	1	0	1
decipher	0	1	1
decision	11	22	33
decisions	4	5	9
deck	14	9	23
decks	1	1	2
declare	0	3	3
declared	0	2	2
declares	0	1	1
declaring	0	1	1
decline	1	1	2
declined	4	0	4
decluttering	0	1	1
decluttermination	1	0	1
deco	1	0	1
decode	0	1	1
decoder	0	1	1
deconfused	1	0	1
deconstructed	1	0	1
decor	0	1	1
decorate	2	3	5
decorated	0	3	3
decorating	0	3	3
decoration	0	2	2
decorations	0	1	1
decorative	1	0	1
decorator	0	1	1
decorators	1	0	1
decreased	1	0	1
decryption	1	0	1
dedcicated	1	0	1
dedicate	0	1	1
dedicated	2	8	10
dedicates	0	1	1
dedication	1	1	2
deducting	0	1	1
deductions	0	1	1
dee	1	7	8
deebrownman	0	1	1
deed	1	1	2
deeds	1	0	1
deeeeeeeeeeelightful	0	1	1
deeeemi	0	1	1
deem	0	1	1
deemed	1	0	1
deen	1	1	2
deep	20	22	42
deepa	1	0	1
deepconnect	0	1	1
deeper	1	2	3
deepest	0	2	2
deeply	4	2	6
deer	7	0	7
deertick	1	0	1
dees	0	1	1
deets	0	1	1
def	45	45	90
defacto	0	2	2
default	5	2	7
defeat	6	4	10
defeated	6	0	6
defeating	0	1	1
defected	1	0	1
defective	1	0	1
defence	1	2	3
defend	2	2	4
defended	1	1	2
defending	1	0	1
defense	6	0	6
defensive	0	1	1
defensman	1	0	1
defentely	0	1	1
defernatly	0	1	1
deff	3	7	10
defff	1	0	1
deffff	0	1	1
deffinantly	0	1	1
deffinately	0	1	1
deffinatley	1	0	1
deffinatly	0	1	1
deffinetly	0	1	1
deffo	4	3	7
defiance	0	1	1
defiantly	1	2	3
defias	0	1	1
deficancy	1	0	1
deficient	1	2	3
deficit	1	0	1
defiinitely	0	1	1
definantly	0	1	1
definate	1	0	1
definately	6	12	18
definatley	2	0	2
definatly	1	1	2
define	0	2	2
defined	1	1	2
definetly	1	1	2
definite	1	3	4
definitely	75	108	183
definition	1	7	8
definitions	2	1	3
definitively	0	1	1
definitley	0	3	3
definitly	0	1	1
deflated	1	0	1
deflection	0	1	1
defnly	0	1	1
defo	3	3	6
deformed	0	1	1
defrosted	1	0	1
defrosting	1	0	1
defs	1	3	4
deg	1	2	3
degenerative	1	0	1
degeneres	1	2	3
degrades	0	1	1
degrading	0	1	1
degrassi	2	3	5
degree	22	6	28
degrees	33	10	43
degress	1	1	2
degs	1	0	1
deh	4	3	7
dehh	1	0	1
dehler	0	1	1
dehydrated	3	1	4
dehydration	2	0	2
dei	0	1	1
deichbrand	0	1	1
deidre	0	1	1
dein	0	1	1
deinitely	1	0	1
deity	0	1	1
deja	2	2	4
dejan	1	0	1
dejavu	1	0	1
dejected	2	0	2
dejuan	0	1	1
dekh	1	0	1
del	4	5	9
delain	0	1	1
delas	0	1	1
delay	9	10	19
delayed	35	0	35
delays	3	2	5
delegate	0	1	1
delegated	2	0	2
delegates	0	1	1
delemas	1	0	1
delerious	0	1	1
delete	26	10	36
deleted	23	9	32
deletes	1	0	1
deleting	10	3	13
deleware	1	0	1
delft	0	1	1
delgado	0	1	1
delhi	7	3	10
delhis	1	0	1
deli	0	1	1
delia	0	1	1
deliberately	0	1	1
deliberating	1	0	1
delicious	15	48	63
deliciously	0	2	2
deliciouso	0	1	1
delicous	0	2	2
delie	0	1	1
delievered	0	1	1
deligation	1	0	1
delight	0	4	4
delighted	0	5	5
delightful	2	7	9
delilah	0	1	1
delish	0	11	11
delisio	0	1	1
deliver	5	6	11
delivered	1	8	9
deliveries	1	0	1
delivering	1	1	2
delivers	1	2	3
delivery	24	9	33
dell	3	4	7
dells	1	2	3
deloitte	0	1	1
delonge	1	0	1
delow	0	1	1
delphic	1	0	1
delta	0	3	3
deltons	0	1	1
deluise	1	0	1
delusion	0	1	1
delusional	0	1	1
deluxe	2	2	4
dem	6	4	10
demain	2	0	2
demamnya	1	0	1
demand	9	6	15
demanded	2	0	2
demanding	3	1	4
demarcus	0	1	1
demeanor	1	0	1
demerit	0	1	1
demetri	1	0	1
demi	28	36	64
demii	1	0	1
demiii	0	1	1
demiiz	1	0	1
demis	0	1	1
demisexual	0	1	1
demn	1	0	1
demo	6	11	17
democamp	0	1	1
democracy	1	0	1
democrat	1	1	2
democratic	1	0	1
democrazy	1	0	1
demographic	1	0	1
demolished	3	0	3
demolishing	1	1	2
demolition	0	1	1
demon	0	4	4
demonish	0	1	1
demonoid	0	1	1
demons	13	16	29
demonstrating	0	2	2
demonstration	1	1	2
demos	0	2	2
demoted	2	0	2
dems	0	2	2
demure	0	1	1
demus	0	1	1
den	6	11	17
denaro	0	1	1
denese	0	1	1
denial	3	1	4
denied	8	0	8
denim	2	2	4
denious	0	1	1
denise	0	4	4
denist	1	0	1
denjin	1	0	1
denke	0	1	1
denmark	3	4	7
dennis	0	1	1
dennit	0	1	1
dennnyss	0	1	1
dennoria	1	0	1
denny	5	3	8
dennys	1	2	3
denominations	0	1	1
denominator	1	0	1
denouncing	0	1	1
dens	0	1	1
dense	0	2	2
densha	0	1	1
dent	4	2	6
dental	10	3	13
dentastix	0	1	1
dente	0	1	1
dented	2	0	2
dentist	52	13	65
dentists	3	1	4
denton	1	1	2
denugging	0	1	1
denver	6	8	14
deny	1	3	4
denying	1	2	3
denzel	3	0	3
deo	1	0	1
deodorant	1	2	3
deodorise	0	1	1
dep	0	1	1
depart	1	1	2
department	8	2	10
departmental	1	0	1
departure	5	0	5
depeche	0	1	1
deped	0	1	1
depend	3	3	6
dependant	1	0	1
dependencies	2	0	2
dependency	1	0	1
dependend	0	1	1
dependent	1	0	1
depending	7	4	11
depends	7	19	26
deperate	0	1	1
deploy	2	0	2
deplurk	0	1	1
deposit	4	0	4
deposition	0	1	1
depository	1	0	1
deposits	0	1	1
depot	1	1	2
depotting	0	1	1
depp	2	1	3
depper	1	0	1
depresd	1	0	1
depress	2	1	3
depressants	1	0	1
depressed	69	7	76
depresses	3	0	3
depressin	2	0	2
depressing	64	4	68
depressinggg	1	0	1
depression	12	2	14
depressionnnnnn	1	0	1
depressive	2	0	2
deprivation	0	2	2
deprive	0	1	1
deprived	5	4	9
depriving	0	1	1
dept	4	2	6
depth	1	1	2
deputy	0	1	1
der	4	5	9
deracinated	1	0	1
derail	2	0	2
derby	5	2	7
derbyshire	0	1	1
derek	4	4	8
derengdengdeng	0	1	1
derived	0	1	1
deriving	0	1	1
dermals	2	0	2
dermatologist	1	0	1
dermot	1	0	1
dermotillomania	1	0	1
dern	1	0	1
deron	0	1	1
derren	0	1	1
derrick	1	0	1
derrin	0	1	1
derry	1	2	3
ders	1	0	1
des	2	3	5
descent	1	1	2
descents	0	1	1
deschanel	0	1	1
describe	5	5	10
described	0	2	2
describehowitlooks	0	1	1
describes	1	2	3
describing	0	2	2
description	2	1	3
descriptions	0	1	1
descriptive	0	1	1
descriptor	0	1	1
desensitized	1	0	1
desert	3	7	10
deserted	1	1	2
deserts	1	0	1
deserve	16	38	54
deserved	6	15	21
deserves	1	10	11
deserving	0	2	2
design	27	45	72
designated	0	2	2
designations	1	0	1
designe	0	1	1
designed	3	17	20
designer	2	9	11
designers	1	3	4
designflaw	1	0	1
designing	0	7	7
designs	3	9	12
desinger	0	1	1
desinging	0	1	1
desire	4	1	5
desired	1	2	3
desiree	0	1	1
desires	1	1	2
desision	0	1	1
desist	1	0	1
desk	37	19	56
deskjob	0	1	1
desks	1	2	3
desktop	12	9	21
desmond	2	1	3
deso	1	0	1
desolation	1	0	1
desp	2	0	2
despair	1	2	3
desparate	0	1	1
desparately	1	0	1
despedida	1	0	1
desperate	16	14	30
desperatee	1	0	1
desperately	10	4	14
desperation	1	2	3
despise	3	0	3
despised	1	0	1
despite	16	11	27
despondent	0	1	1
despressed	1	0	1
desribe	0	1	1
dessen	1	0	1
dessert	7	7	14
desserts	4	0	4
destani	0	1	1
destin	1	0	1
destinati	0	1	1
destination	2	7	9
destinations	0	1	1
destined	3	0	3
destiny	2	6	8
destroy	6	5	11
destroyed	7	2	9
destroyer	0	1	1
destroying	2	1	3
destroytwitter	1	1	2
desu	0	2	2
desz	1	0	1
detail	1	7	8
detailed	1	1	2
details	8	31	39
detected	0	2	2
detective	1	1	2
detectives	0	1	1
detention	2	0	2
deter	0	1	1
detergent	0	1	1
deteriarating	0	1	1
deteriorating	1	0	1
determend	0	1	1
determinant	1	0	1
determination	0	1	1
determine	0	4	4
determined	2	4	6
detest	2	0	2
detesting	0	1	1
detorer	1	0	1
detour	0	1	1
detours	1	0	1
detox	2	1	3
detriment	1	0	1
detriot	0	1	1
detroit	8	7	15
deuce	1	0	1
deustch	1	0	1
deutsche	1	0	1
deutscher	0	1	1
deutschland	1	1	2
dev	5	2	7
devart	1	0	1
devastated	8	0	8
devastating	2	0	2
devastator	1	0	1
devd	1	0	1
develop	5	7	12
developed	4	1	5
developement	0	1	1
developer	5	7	12
developers	2	5	7
developing	7	3	10
development	2	9	11
developments	0	1	1
develops	1	2	3
deverstated	1	0	1
devestated	1	0	1
devi	0	1	1
deviant	0	2	2
deviantart	0	2	2
deviating	0	1	1
device	7	2	9
devices	2	3	5
devil	9	4	13
devilish	0	1	1
deville	1	0	1
devils	1	0	1
devin	0	3	3
devious	0	2	2
devistated	1	0	1
devlopment	0	1	1
devo	7	1	8
devon	2	5	7
devote	0	1	1
devoted	0	2	2
devoti	0	1	1
devotion	1	0	1
devotional	0	1	1
devour	0	1	1
devoured	1	2	3
devy	1	0	1
dew	1	4	5
dewgong	1	0	1
dewy	1	1	2
dex	1	0	1
dexter	6	4	10
dexy	0	1	1
dey	1	0	1
deyn	1	0	1
deyoung	0	1	1
dez	0	1	1
dezign	0	1	1
dezz	0	1	1
dfc	1	0	1
dfcbnnvchfcydrd	1	0	1
dfer	1	0	1
dffclt	1	0	1
dfish	0	1	1
dfkgtjtkhj	1	0	1
dfm	1	0	1
dfs	0	1	1
dfw	0	1	1
dg	0	1	1
dgd	1	0	1
dgoody	0	1	1
dh	5	6	11
dha	1	2	3
dhabi	2	1	3
dhat	0	1	1
dhcp	1	0	1
dhea	0	1	1
dhey	0	1	1
dhis	1	0	1
dhmb	1	0	1
dho	0	1	1
dhoni	4	1	5
di	11	8	19
dia	2	7	9
diabetes	1	1	2
diabetic	1	1	2
diabeties	1	0	1
diablo	1	1	2
diabolical	0	1	1
diagnose	1	0	1
diagnosed	1	0	1
diagnosis	1	0	1
diagnostic	1	0	1
diagonal	1	0	1
diagonosed	1	0	1
diagrams	0	2	2
dial	3	0	3
dialect	0	1	1
dialed	1	1	2
dialling	1	0	1
dialog	0	1	1
dialogue	1	1	2
dialogues	0	1	1
diamond	5	8	13
diamonds	0	3	3
diana	5	4	9
dianaa	0	1	1
dianas	0	1	1
diane	0	4	4
diann	0	1	1
diaper	2	0	2
diapers	1	4	5
diarea	1	0	1
diarhea	1	0	1
diaries	0	1	1
diarrhea	1	1	2
diary	3	6	9
diaryland	1	0	1
dias	1	4	5
diay	1	0	1
diaz	1	0	1
diba	1	0	1
dibidis	0	1	1
dibodoh	0	1	1
dibs	0	2	2
dicaprio	0	1	1
dice	2	1	3
dich	1	2	3
dichotomies	0	1	1
dick	12	4	16
dickface	1	0	1
dickhead	0	1	1
dickheads	1	0	1
dickie	0	1	1
dickinson	1	0	1
dicks	1	1	2
dictator	2	0	2
diction	0	1	1
dictionary	3	3	6
did	1374	885	2259
diddint	0	1	1
diddly	0	1	1
diddnt	1	0	1
diddums	1	0	1
diddy	4	1	5
didi	2	1	3
didint	2	0	2
didja	0	1	1
didn	9	5	14
didnt	254	69	323
didntveven	1	0	1
dido	0	1	1
didthat	1	0	1
die	78	40	118
died	157	17	174
diedandcamera	1	0	1
dieee	1	0	1
dieeeeeeettt	1	0	1
diego	18	7	25
diegoooooooo	1	0	1
dieing	3	0	3
diem	1	0	1
dieng	1	0	1
dier	1	0	1
dierks	2	0	2
dies	13	5	18
diesel	0	1	1
diesem	0	2	2
diesen	1	0	1
diet	43	21	64
dieted	1	0	1
dieties	0	1	1
dieting	4	1	5
diez	1	0	1
dif	0	1	1
diference	0	1	1
diff	5	6	11
differ	2	1	3
differen	0	1	1
difference	13	15	28
differences	3	3	6
different	51	62	113
differentiates	0	1	1
differentiator	0	1	1
differently	2	3	5
differnt	1	0	1
difficile	1	0	1
difficualt	1	0	1
difficul	1	0	1
difficult	24	16	40
difficulties	6	1	7
difficulty	0	1	1
diffing	0	1	1
diffrence	1	0	1
diffuser	0	1	1
dificil	1	0	1
dificult	1	0	1
dig	7	15	22
digby	0	1	1
digest	3	2	5
digestion	1	2	3
digestive	1	0	1
digestives	1	0	1
digg	1	7	8
digger	1	0	1
diggfrontpage	1	0	1
diggin	2	3	5
digging	4	3	7
diggity	0	1	1
diggles	1	0	1
diggs	0	1	1
diggshout	0	1	1
digi	2	0	2
digicel	0	1	1
diging	0	1	1
digiscrap	0	1	1
digit	1	0	1
digital	11	11	22
digitized	0	1	1
digits	1	1	2
digitsl	0	1	1
dignitey	1	0	1
dignity	1	1	2
digre	1	0	1
digress	0	1	1
digs	2	2	4
digsby	1	0	1
dije	0	1	1
dikhla	0	1	1
dilating	0	1	1
dildo	1	1	2
dilema	1	0	1
dilemma	1	0	1
dili	2	0	2
diligent	0	1	1
diligently	1	1	2
dill	1	1	2
dillon	0	1	1
dilodid	0	1	1
dilooooooo	1	0	1
dilusional	0	2	2
dim	1	2	3
dimana	0	2	2
dimarain	1	0	1
dimas	2	0	2
dime	1	1	2
dimension	0	2	2
dimensional	0	1	1
dimensions	1	0	1
dimi	1	0	1
dimitri	1	0	1
dimmed	1	1	2
dimmer	1	1	2
dimples	0	2	2
dimsum	1	1	2
din	6	18	24
dina	2	1	3
dinara	1	1	2
dindin	1	0	1
dindins	0	1	1
dine	1	1	2
dinenr	0	1	1
diner	2	4	6
dinero	0	1	1
diners	1	0	1
ding	1	2	3
dinghy	1	0	1
dingle	0	1	1
dings	1	0	1
dining	4	8	12
dink	1	0	1
dinkie	1	0	1
dinn	0	1	1
dinner	135	234	369
dinnerrrr	1	0	1
dinners	2	0	2
dinning	1	0	1
dinnnaaaa	0	1	1
dinnner	0	1	1
dino	0	1	1
dinopol	1	0	1
dinosaur	2	6	8
dinosaurier	0	1	1
dins	1	2	3
dint	7	3	10
dintr	0	1	1
dion	1	1	2
dione	0	1	1
dionne	0	1	1
dionusia	1	0	1
dior	0	1	1
dios	1	1	2
dioxin	1	0	1
dip	4	6	10
dipaksa	0	1	1
dipers	0	1	1
diploma	1	3	4
diplomacy	0	1	1
diplomatic	0	1	1
dipped	1	0	1
dipping	1	2	3
diprotic	1	0	1
dipsappointing	1	0	1
dir	1	2	3
dirat	1	0	1
dire	3	2	5
direct	30	22	52
directed	0	6	6
directing	0	1	1
direction	10	10	20
directions	4	3	7
directly	7	3	10
director	1	4	5
directors	0	3	3
directory	1	2	3
directtv	1	0	1
directv	4	1	5
diria	0	1	1
dirk	0	2	2
dirnt	0	1	1
dirt	3	2	5
dirtbag	0	1	1
dirtier	1	2	3
dirty	31	19	50
dirtysexymoney	0	1	1
dis	17	11	28
disability	1	2	3
disable	1	1	2
disabled	7	1	8
disabling	0	2	2
disadvantaged	1	0	1
disagree	3	8	11
disapaired	1	0	1
disapear	1	1	2
disapoint	1	0	1
disapointed	3	0	3
disapointin	1	0	1
disapointing	2	0	2
disappear	8	2	10
disappearance	1	0	1
disappeard	1	0	1
disappeared	17	3	20
disappearedddddddd	1	0	1
